Model Name: TRecNet 
Model ID: TRecNet_6jets_20230525_111504 

 ---------------------------------------------------  
Training Data File: /mnt/xrootdg/jchishol/mntuples_08_01_22/variables_ttbar_ljets_10j_train.h5 
X Maxmean File: /mnt/xrootdg/jchishol/mntuples_08_01_22/X_maxmean_variables_ttbar_ljets_10j_train.npy 
Y Maxmean File: /mnt/xrootdg/jchishol/mntuples_08_01_22/Y_maxmean_variables_ttbar_ljets_10j_train.npy 

 ---------------------------------------------------  
X Keys: j1_pt, j1_eta, j1_phi, j1_m, j1_isbtag, j2_pt, j2_eta, j2_phi, j2_m, j2_isbtag, j3_pt, j3_eta, j3_phi, j3_m, j3_isbtag, j4_pt, j4_eta, j4_phi, j4_m, j4_isbtag, j5_pt, j5_eta, j5_phi, j5_m, j5_isbtag, j6_pt, j6_eta, j6_phi, j6_m, j6_isbtag, lep_pt, lep_eta, lep_phi, met_met, met_phi
X Scaled Keys: j1_pt, j1_px, j1_py, j1_eta, j1_m, j1_isbtag, j2_pt, j2_px, j2_py, j2_eta, j2_m, j2_isbtag, j3_pt, j3_px, j3_py, j3_eta, j3_m, j3_isbtag, j4_pt, j4_px, j4_py, j4_eta, j4_m, j4_isbtag, j5_pt, j5_px, j5_py, j5_eta, j5_m, j5_isbtag, j6_pt, j6_px, j6_py, j6_eta, j6_m, j6_isbtag, lep_pt, lep_px, lep_py, lep_eta, met_met, met_phi-sin, met_phi-cos
Y Keys: th_pt, th_eta, th_phi, th_m, wh_pt, wh_eta, wh_phi, wh_m, tl_pt, tl_eta, tl_phi, tl_m, wl_pt, wl_eta, wl_phi, wl_m
Y Scaled Keys: th_pt, th_px, th_py, th_eta, th_m, wh_pt, wh_px, wh_py, wh_eta, wh_m, tl_pt, tl_px, tl_py, tl_eta, tl_m, wl_pt, wl_px, wl_py, wl_eta, wl_m

 ---------------------------------------------------  
Learning Rate: Polynomial Decay with initial_lr=0.001, final_lr=5e-05, decay_step=10000, and power=0.25 
Batch Size: 1000 
Max Number of Epochs: 256 
Number of Epochs Used: 249 
Patience: 8 
Training Time: 00:09:58:59
Training History: 
     loss      mse  val_loss  val_mse
0.021107 0.001488  0.020080 0.001402
0.018803 0.001304  0.018959 0.001328
0.018795 0.001303  0.018954 0.001327
0.018787 0.001302  0.018947 0.001324
0.018779 0.001302  0.018937 0.001324
0.018771 0.001301  0.018937 0.001325
0.018764 0.001300  0.018937 0.001327
0.018756 0.001300  0.018926 0.001326
0.018750 0.001299  0.018920 0.001325
0.018742 0.001299  0.018913 0.001325
0.018735 0.001298  0.018906 0.001324
0.018729 0.001297  0.018903 0.001323
0.018723 0.001297  0.018898 0.001324
0.018716 0.001296  0.018901 0.001323
0.018710 0.001296  0.018888 0.001323
0.018704 0.001295  0.018895 0.001323
0.018698 0.001295  0.018874 0.001323
0.018692 0.001294  0.018877 0.001323
0.018686 0.001294  0.018877 0.001324
0.018681 0.001293  0.018874 0.001322
0.018676 0.001293  0.018870 0.001321
0.018670 0.001292  0.018869 0.001322
0.018665 0.001292  0.018858 0.001325
0.018659 0.001292  0.018857 0.001322
0.018655 0.001291  0.018854 0.001321
0.018649 0.001291  0.018847 0.001324
0.018645 0.001290  0.018853 0.001324
0.018639 0.001290  0.018838 0.001320
0.018635 0.001289  0.018839 0.001321
0.018630 0.001289  0.018834 0.001321
0.018625 0.001289  0.018831 0.001320
0.018621 0.001288  0.018827 0.001321
0.018616 0.001288  0.018836 0.001322
0.018611 0.001287  0.018827 0.001323
0.018606 0.001287  0.018821 0.001320
0.018602 0.001287  0.018815 0.001321
0.018597 0.001286  0.018814 0.001322
0.018593 0.001286  0.018810 0.001320
0.018588 0.001285  0.018809 0.001319
0.018584 0.001285  0.018808 0.001320
0.018580 0.001285  0.018803 0.001319
0.018575 0.001284  0.018802 0.001319
0.018571 0.001284  0.018790 0.001318
0.018567 0.001284  0.018789 0.001319
0.018562 0.001283  0.018796 0.001319
0.018559 0.001283  0.018790 0.001319
0.018554 0.001283  0.018786 0.001320
0.018550 0.001282  0.018777 0.001319
0.018547 0.001282  0.018791 0.001322
0.018543 0.001282  0.018789 0.001321
0.018539 0.001281  0.018773 0.001318
0.018535 0.001281  0.018768 0.001319
0.018531 0.001281  0.018768 0.001318
0.018528 0.001280  0.018766 0.001320
0.018524 0.001280  0.018767 0.001319
0.018520 0.001280  0.018762 0.001319
0.018517 0.001279  0.018764 0.001317
0.018513 0.001279  0.018755 0.001317
0.018510 0.001279  0.018760 0.001321
0.018506 0.001278  0.018747 0.001316
0.018502 0.001278  0.018744 0.001317
0.018499 0.001278  0.018752 0.001319
0.018496 0.001277  0.018751 0.001318
0.018492 0.001277  0.018744 0.001318
0.018489 0.001277  0.018748 0.001318
0.018485 0.001276  0.018742 0.001317
0.018482 0.001276  0.018738 0.001317
0.018478 0.001276  0.018736 0.001319
0.018475 0.001275  0.018732 0.001317
0.018472 0.001275  0.018733 0.001316
0.018469 0.001275  0.018728 0.001316
0.018466 0.001275  0.018741 0.001319
0.018463 0.001274  0.018735 0.001316
0.018460 0.001274  0.018725 0.001317
0.018457 0.001274  0.018719 0.001317
0.018454 0.001274  0.018719 0.001318
0.018451 0.001273  0.018722 0.001317
0.018448 0.001273  0.018725 0.001315
0.018445 0.001273  0.018709 0.001317
0.018442 0.001272  0.018717 0.001317
0.018439 0.001272  0.018712 0.001316
0.018436 0.001272  0.018717 0.001317
0.018433 0.001272  0.018709 0.001316
0.018431 0.001271  0.018706 0.001316
0.018428 0.001271  0.018701 0.001317
0.018425 0.001271  0.018706 0.001318
0.018423 0.001271  0.018696 0.001315
0.018419 0.001270  0.018705 0.001315
0.018417 0.001270  0.018699 0.001315
0.018414 0.001270  0.018693 0.001315
0.018412 0.001270  0.018693 0.001317
0.018409 0.001269  0.018698 0.001318
0.018406 0.001269  0.018695 0.001316
0.018404 0.001269  0.018704 0.001318
0.018401 0.001269  0.018701 0.001318
0.018398 0.001268  0.018706 0.001317
0.018396 0.001268  0.018695 0.001315
0.018394 0.001268  0.018687 0.001316
0.018391 0.001268  0.018691 0.001315
0.018389 0.001267  0.018685 0.001315
0.018386 0.001267  0.018676 0.001315
0.018384 0.001267  0.018687 0.001317
0.018381 0.001267  0.018684 0.001316
0.018379 0.001267  0.018677 0.001315
0.018377 0.001266  0.018688 0.001319
0.018374 0.001266  0.018677 0.001315
0.018372 0.001266  0.018668 0.001314
0.018370 0.001266  0.018675 0.001316
0.018367 0.001265  0.018676 0.001317
0.018365 0.001265  0.018671 0.001315
0.018363 0.001265  0.018673 0.001315
0.018360 0.001265  0.018671 0.001316
0.018358 0.001264  0.018669 0.001315
0.018356 0.001264  0.018664 0.001317
0.018353 0.001264  0.018671 0.001317
0.018352 0.001264  0.018667 0.001318
0.018349 0.001264  0.018658 0.001314
0.018347 0.001263  0.018667 0.001317
0.018345 0.001263  0.018656 0.001315
0.018343 0.001263  0.018658 0.001315
0.018341 0.001263  0.018656 0.001317
0.018339 0.001263  0.018658 0.001316
0.018337 0.001262  0.018665 0.001316
0.018334 0.001262  0.018656 0.001317
0.018332 0.001262  0.018653 0.001317
0.018330 0.001262  0.018647 0.001316
0.018329 0.001262  0.018647 0.001315
0.018327 0.001261  0.018657 0.001316
0.018324 0.001261  0.018643 0.001315
0.018323 0.001261  0.018652 0.001316
0.018321 0.001261  0.018646 0.001318
0.018319 0.001261  0.018650 0.001316
0.018317 0.001260  0.018651 0.001316
0.018315 0.001260  0.018647 0.001315
0.018313 0.001260  0.018651 0.001315
0.018311 0.001260  0.018647 0.001316
0.018309 0.001260  0.018641 0.001317
0.018307 0.001259  0.018643 0.001317
0.018306 0.001259  0.018638 0.001315
0.018304 0.001259  0.018644 0.001316
0.018302 0.001259  0.018643 0.001316
0.018300 0.001259  0.018636 0.001315
0.018299 0.001259  0.018638 0.001317
0.018297 0.001258  0.018635 0.001316
0.018295 0.001258  0.018643 0.001317
0.018294 0.001258  0.018638 0.001316
0.018292 0.001258  0.018635 0.001314
0.018290 0.001258  0.018630 0.001315
0.018288 0.001258  0.018641 0.001315
0.018286 0.001257  0.018634 0.001317
0.018285 0.001257  0.018628 0.001315
0.018284 0.001257  0.018626 0.001315
0.018282 0.001257  0.018641 0.001317
0.018280 0.001257  0.018629 0.001315
0.018278 0.001257  0.018635 0.001317
0.018277 0.001256  0.018629 0.001317
0.018275 0.001256  0.018631 0.001315
0.018274 0.001256  0.018624 0.001317
0.018272 0.001256  0.018621 0.001315
0.018270 0.001256  0.018633 0.001317
0.018268 0.001255  0.018629 0.001316
0.018267 0.001255  0.018629 0.001317
0.018266 0.001255  0.018624 0.001316
0.018264 0.001255  0.018625 0.001314
0.018262 0.001255  0.018624 0.001316
0.018261 0.001255  0.018619 0.001316
0.018259 0.001254  0.018625 0.001317
0.018257 0.001254  0.018623 0.001313
0.018257 0.001254  0.018630 0.001318
0.018254 0.001254  0.018623 0.001318
0.018253 0.001254  0.018622 0.001316
0.018252 0.001254  0.018622 0.001316
0.018251 0.001254  0.018615 0.001316
0.018249 0.001253  0.018624 0.001315
0.018247 0.001253  0.018611 0.001317
0.018246 0.001253  0.018613 0.001317
0.018245 0.001253  0.018619 0.001318
0.018243 0.001253  0.018612 0.001317
0.018242 0.001253  0.018609 0.001315
0.018240 0.001252  0.018620 0.001318
0.018239 0.001252  0.018605 0.001318
0.018238 0.001252  0.018616 0.001317
0.018236 0.001252  0.018609 0.001318
0.018235 0.001252  0.018611 0.001314
0.018233 0.001252  0.018608 0.001317
0.018232 0.001252  0.018615 0.001317
0.018231 0.001252  0.018600 0.001315
0.018230 0.001251  0.018609 0.001317
0.018228 0.001251  0.018612 0.001317
0.018227 0.001251  0.018611 0.001317
0.018226 0.001251  0.018606 0.001317
0.018224 0.001251  0.018610 0.001316
0.018223 0.001251  0.018611 0.001316
0.018222 0.001251  0.018607 0.001316
0.018221 0.001250  0.018601 0.001319 

 ---------------------------------------------------  
Model Architecture:
Model: "model"
_____________________________________________________________________________________________________________
 Layer (type)                   Output Shape         Param #     Connected to                     Trainable  
=============================================================================================================
 jet_input (InputLayer)         [(None, 6, 6)]       0           []                               Y          
                                                                                                             
 other_input (InputLayer)       [(None, 7)]          0           []                               Y          
                                                                                                             
 flattened_jets (Flatten)       (None, 36)           0           ['jet_input[0][0]']              Y          
                                                                                                             
 concat_jets_other (Concatenate  (None, 43)          0           ['other_input[0][0]',            Y          
 )                                                                'flattened_jets[0][0]']                    
                                                                                                             
 dense256_1 (Dense)             (None, 256)          11264       ['concat_jets_other[0][0]']      Y          
                                                                                                             
 masking_jets (Masking)         (None, 6, 6)         0           ['jet_input[0][0]']              Y          
                                                                                                             
 dense256_2 (Dense)             (None, 256)          65792       ['dense256_1[0][0]']             Y          
                                                                                                             
 reshape_masked_jets (Reshape)  (None, 6, 6)         0           ['masking_jets[0][0]']           Y          
                                                                                                             
 dense6_sigmoid (Dense)         (None, 6)            1542        ['dense256_2[0][0]']             Y          
                                                                                                             
 TDDense128 (TimeDistributed)   (None, 6, 128)       896         ['reshape_masked_jets[0][0]']    Y          
                                                                                                             
 reshape (Reshape)              (None, 6, 1)         0           ['dense6_sigmoid[0][0]']         Y          
                                                                                                             
 TDDense64 (TimeDistributed)    (None, 6, 64)        8256        ['TDDense128[0][0]']             Y          
                                                                                                             
 weight_jets (Multiply)         (None, 6, 64)        0           ['reshape[0][0]',                Y          
                                                                  'TDDense64[0][0]']                         
                                                                                                             
 dense128 (Dense)               (None, 128)          1024        ['other_input[0][0]']            Y          
                                                                                                             
 TDDense256_1 (TimeDistributed)  (None, 6, 256)      16640       ['weight_jets[0][0]']            Y          
                                                                                                             
 dense64 (Dense)                (None, 64)           8256        ['dense128[0][0]']               Y          
                                                                                                             
 TDDense256_2 (TimeDistributed)  (None, 6, 256)      65792       ['TDDense256_1[0][0]']           Y          
                                                                                                             
 flattened_other (Flatten)      (None, 64)           0           ['dense64[0][0]']                Y          
                                                                                                             
 flattened_weighted_jets (Flatt  (None, 1536)        0           ['TDDense256_2[0][0]']           Y          
 en)                                                                                                         
                                                                                                             
 concat_everything (Concatenate  (None, 1600)        0           ['flattened_other[0][0]',        Y          
 )                                                                'flattened_weighted_jets[0][0]             
                                                                 ']                                          
                                                                                                             
 ldense256 (Dense)              (None, 256)          409856      ['concat_everything[0][0]']      Y          
                                                                                                             
 ldense128 (Dense)              (None, 128)          32896       ['ldense256[0][0]']              Y          
                                                                                                             
 lep_output (Dense)             (None, 10)           1290        ['ldense128[0][0]']              Y          
                                                                                                             
 concatenate (Concatenate)      (None, 1610)         0           ['lep_output[0][0]',             Y          
                                                                  'concat_everything[0][0]']                 
                                                                                                             
 hdense256 (Dense)              (None, 256)          412416      ['concatenate[0][0]']            Y          
                                                                                                             
 hdense128 (Dense)              (None, 128)          32896       ['hdense256[0][0]']              Y          
                                                                                                             
 had_output (Dense)             (None, 10)           1290        ['hdense128[0][0]']              Y          
                                                                                                             
 output (Concatenate)           (None, 20)           0           ['had_output[0][0]',             Y          
                                                                  'lep_output[0][0]']                        
                                                                                                             
=============================================================================================================
Total params: 1,070,106
Trainable params: 1,070,106
Non-trainable params: 0
_____________________________________________________________________________________________________________
