Model Name: TRecNet+ttbar 
Model ID: TRecNet+ttbar_6jets_20230525_214703 

 ---------------------------------------------------  
Training Data File: /mnt/xrootdg/jchishol/mntuples_08_01_22/variables_ttbar_ljets_10j_train.h5 
X Maxmean File: /mnt/xrootdg/jchishol/mntuples_08_01_22/X_maxmean_variables_ttbar_ljets_10j_train.npy 
Y Maxmean File: /mnt/xrootdg/jchishol/mntuples_08_01_22/Y_maxmean_variables_ttbar_ljets_10j_train.npy 

 ---------------------------------------------------  
X Keys: j1_pt, j1_eta, j1_phi, j1_m, j1_isbtag, j2_pt, j2_eta, j2_phi, j2_m, j2_isbtag, j3_pt, j3_eta, j3_phi, j3_m, j3_isbtag, j4_pt, j4_eta, j4_phi, j4_m, j4_isbtag, j5_pt, j5_eta, j5_phi, j5_m, j5_isbtag, j6_pt, j6_eta, j6_phi, j6_m, j6_isbtag, lep_pt, lep_eta, lep_phi, met_met, met_phi
X Scaled Keys: j1_pt, j1_px, j1_py, j1_eta, j1_m, j1_isbtag, j2_pt, j2_px, j2_py, j2_eta, j2_m, j2_isbtag, j3_pt, j3_px, j3_py, j3_eta, j3_m, j3_isbtag, j4_pt, j4_px, j4_py, j4_eta, j4_m, j4_isbtag, j5_pt, j5_px, j5_py, j5_eta, j5_m, j5_isbtag, j6_pt, j6_px, j6_py, j6_eta, j6_m, j6_isbtag, lep_pt, lep_px, lep_py, lep_eta, met_met, met_phi-sin, met_phi-cos
Y Keys: th_pt, th_eta, th_phi, th_m, wh_pt, wh_eta, wh_phi, wh_m, tl_pt, tl_eta, tl_phi, tl_m, wl_pt, wl_eta, wl_phi, wl_m, ttbar_pt, ttbar_eta, ttbar_phi, ttbar_m
Y Scaled Keys: th_pt, th_px, th_py, th_eta, th_m, wh_pt, wh_px, wh_py, wh_eta, wh_m, tl_pt, tl_px, tl_py, tl_eta, tl_m, wl_pt, wl_px, wl_py, wl_eta, wl_m, ttbar_pt, ttbar_px, ttbar_py, ttbar_eta, ttbar_m

 ---------------------------------------------------  
Learning Rate: Polynomial Decay with initial_lr=0.001, final_lr=5e-05, decay_step=10000, and power=0.25 
Batch Size: 1000 
Max Number of Epochs: 256 
Number of Epochs Used: 256 
Patience: 8 
Training Time: 00:10:21:33 
Training History: 
     loss      mse  val_loss  val_mse
0.021736 0.001569  0.020727 0.001481
0.019104 0.001348  0.019316 0.001382
0.019100 0.001347  0.019320 0.001383
0.019096 0.001347  0.019314 0.001382
0.019092 0.001347  0.019317 0.001380
0.019089 0.001346  0.019308 0.001384
0.019086 0.001346  0.019316 0.001382
0.019082 0.001346  0.019309 0.001382
0.019079 0.001345  0.019304 0.001380
0.019075 0.001345  0.019294 0.001380
0.019071 0.001345  0.019300 0.001381
0.019068 0.001345  0.019294 0.001381
0.019065 0.001344  0.019293 0.001380
0.019062 0.001344  0.019297 0.001381
0.019059 0.001344  0.019288 0.001382
0.019055 0.001343  0.019282 0.001380
0.019052 0.001343  0.019283 0.001379
0.019048 0.001343  0.019277 0.001381
0.019046 0.001343  0.019281 0.001379
0.019042 0.001342  0.019272 0.001380
0.019039 0.001342  0.019269 0.001381
0.019036 0.001342  0.019268 0.001381
0.019033 0.001341  0.019270 0.001379
0.019030 0.001341  0.019271 0.001380
0.019027 0.001341  0.019262 0.001379
0.019024 0.001341  0.019261 0.001377
0.019021 0.001340  0.019258 0.001381
0.019018 0.001340  0.019257 0.001379
0.019015 0.001340  0.019257 0.001379
0.019012 0.001339  0.019261 0.001381
0.019009 0.001339  0.019250 0.001379
0.019006 0.001339  0.019249 0.001380
0.019004 0.001339  0.019247 0.001379
0.019001 0.001339  0.019251 0.001380
0.018998 0.001338  0.019243 0.001377
0.018996 0.001338  0.019241 0.001377
0.018993 0.001338  0.019242 0.001379
0.018990 0.001338  0.019251 0.001380
0.018987 0.001337  0.019236 0.001377
0.018985 0.001337  0.019235 0.001379
0.018983 0.001337  0.019247 0.001377
0.018980 0.001337  0.019233 0.001378
0.018978 0.001336  0.019229 0.001377
0.018975 0.001336  0.019237 0.001377
0.018973 0.001336  0.019231 0.001375
0.018971 0.001336  0.019227 0.001377
0.018968 0.001336  0.019232 0.001379
0.018967 0.001335  0.019224 0.001378
0.018964 0.001335  0.019229 0.001380
0.018962 0.001335  0.019227 0.001378
0.018959 0.001335  0.019220 0.001377
0.018958 0.001335  0.019221 0.001377
0.018955 0.001334  0.019221 0.001377
0.018953 0.001334  0.019222 0.001378
0.018951 0.001334  0.019231 0.001382
0.018949 0.001334  0.019221 0.001377
0.018947 0.001334  0.019211 0.001378
0.018945 0.001333  0.019218 0.001377
0.018943 0.001333  0.019210 0.001376
0.018941 0.001333  0.019215 0.001376
0.018939 0.001333  0.019214 0.001377
0.018936 0.001333  0.019208 0.001376
0.018934 0.001332  0.019208 0.001378
0.018932 0.001332  0.019211 0.001378
0.018930 0.001332  0.019207 0.001378
0.018928 0.001332  0.019205 0.001377
0.018926 0.001332  0.019211 0.001378
0.018924 0.001331  0.019211 0.001376
0.018922 0.001331  0.019210 0.001378
0.018920 0.001331  0.019203 0.001375
0.018918 0.001331  0.019215 0.001374
0.018917 0.001331  0.019197 0.001380
0.018915 0.001331  0.019191 0.001374
0.018913 0.001330  0.019197 0.001377
0.018911 0.001330  0.019192 0.001377
0.018909 0.001330  0.019192 0.001377
0.018908 0.001330  0.019191 0.001378
0.018906 0.001330  0.019193 0.001377
0.018905 0.001330  0.019197 0.001376
0.018903 0.001330  0.019191 0.001375
0.018901 0.001329  0.019186 0.001376
0.018899 0.001329  0.019187 0.001375
0.018897 0.001329  0.019180 0.001377
0.018896 0.001329  0.019184 0.001376
0.018894 0.001329  0.019188 0.001378
0.018893 0.001328  0.019179 0.001375
0.018891 0.001328  0.019184 0.001376
0.018890 0.001328  0.019184 0.001376
0.018888 0.001328  0.019185 0.001377
0.018886 0.001328  0.019178 0.001374
0.018885 0.001328  0.019178 0.001376
0.018883 0.001328  0.019191 0.001377
0.018881 0.001327  0.019183 0.001377
0.018879 0.001327  0.019177 0.001376
0.018878 0.001327  0.019174 0.001376
0.018877 0.001327  0.019180 0.001376
0.018875 0.001327  0.019178 0.001377
0.018874 0.001327  0.019176 0.001376
0.018872 0.001327  0.019185 0.001375
0.018871 0.001326  0.019173 0.001376
0.018869 0.001326  0.019169 0.001376
0.018868 0.001326  0.019164 0.001376
0.018867 0.001326  0.019170 0.001375
0.018865 0.001326  0.019166 0.001375
0.018864 0.001326  0.019164 0.001377
0.018862 0.001326  0.019169 0.001377
0.018861 0.001325  0.019172 0.001374
0.018860 0.001325  0.019170 0.001376
0.018858 0.001325  0.019166 0.001375
0.018857 0.001325  0.019164 0.001375
0.018856 0.001325  0.019165 0.001376
0.018854 0.001325  0.019158 0.001376
0.018853 0.001325  0.019166 0.001379
0.018851 0.001324  0.019162 0.001378
0.018850 0.001324  0.019160 0.001377
0.018849 0.001324  0.019161 0.001376
0.018848 0.001324  0.019161 0.001375
0.018846 0.001324  0.019159 0.001376
0.018844 0.001324  0.019160 0.001377
0.018844 0.001324  0.019151 0.001376
0.018842 0.001324  0.019162 0.001376
0.018841 0.001323  0.019159 0.001375
0.018840 0.001323  0.019156 0.001374
0.018839 0.001323  0.019162 0.001375
0.018838 0.001323  0.019158 0.001377
0.018836 0.001323  0.019157 0.001376
0.018836 0.001323  0.019151 0.001375
0.018834 0.001323  0.019150 0.001375
0.018833 0.001323  0.019157 0.001375
0.018832 0.001322  0.019164 0.001378
0.018830 0.001322  0.019156 0.001378
0.018829 0.001322  0.019156 0.001375
0.018828 0.001322  0.019144 0.001375
0.018827 0.001322  0.019151 0.001377
0.018826 0.001322  0.019159 0.001378
0.018824 0.001322  0.019152 0.001377
0.018823 0.001322  0.019150 0.001377
0.018823 0.001322  0.019142 0.001376
0.018821 0.001321  0.019145 0.001375
0.018820 0.001321  0.019145 0.001376
0.018819 0.001321  0.019147 0.001375
0.018818 0.001321  0.019157 0.001376
0.018816 0.001321  0.019143 0.001375
0.018816 0.001321  0.019151 0.001378
0.018814 0.001321  0.019143 0.001375
0.018813 0.001321  0.019141 0.001376
0.018812 0.001320  0.019148 0.001376
0.018811 0.001320  0.019147 0.001376
0.018810 0.001320  0.019150 0.001374 

 ---------------------------------------------------  
Model Architecture:
Model: "model"
_____________________________________________________________________________________________________________
 Layer (type)                   Output Shape         Param #     Connected to                     Trainable  
=============================================================================================================
 jet_input (InputLayer)         [(None, 6, 6)]       0           []                               Y          
                                                                                                             
 other_input (InputLayer)       [(None, 7)]          0           []                               Y          
                                                                                                             
 flattened_jets (Flatten)       (None, 36)           0           ['jet_input[0][0]']              Y          
                                                                                                             
 concat_jets_other (Concatenate  (None, 43)          0           ['other_input[0][0]',            Y          
 )                                                                'flattened_jets[0][0]']                    
                                                                                                             
 dense256_1 (Dense)             (None, 256)          11264       ['concat_jets_other[0][0]']      Y          
                                                                                                             
 masking_jets (Masking)         (None, 6, 6)         0           ['jet_input[0][0]']              Y          
                                                                                                             
 dense256_2 (Dense)             (None, 256)          65792       ['dense256_1[0][0]']             Y          
                                                                                                             
 reshape_masked_jets (Reshape)  (None, 6, 6)         0           ['masking_jets[0][0]']           Y          
                                                                                                             
 dense6_sigmoid (Dense)         (None, 6)            1542        ['dense256_2[0][0]']             Y          
                                                                                                             
 TDDense128 (TimeDistributed)   (None, 6, 128)       896         ['reshape_masked_jets[0][0]']    Y          
                                                                                                             
 reshape (Reshape)              (None, 6, 1)         0           ['dense6_sigmoid[0][0]']         Y          
                                                                                                             
 TDDense64 (TimeDistributed)    (None, 6, 64)        8256        ['TDDense128[0][0]']             Y          
                                                                                                             
 weight_jets (Multiply)         (None, 6, 64)        0           ['reshape[0][0]',                Y          
                                                                  'TDDense64[0][0]']                         
                                                                                                             
 dense128 (Dense)               (None, 128)          1024        ['other_input[0][0]']            Y          
                                                                                                             
 TDDense256_1 (TimeDistributed)  (None, 6, 256)      16640       ['weight_jets[0][0]']            Y          
                                                                                                             
 dense64 (Dense)                (None, 64)           8256        ['dense128[0][0]']               Y          
                                                                                                             
 TDDense256_2 (TimeDistributed)  (None, 6, 256)      65792       ['TDDense256_1[0][0]']           Y          
                                                                                                             
 flattened_other (Flatten)      (None, 64)           0           ['dense64[0][0]']                Y          
                                                                                                             
 flattened_weighted_jets (Flatt  (None, 1536)        0           ['TDDense256_2[0][0]']           Y          
 en)                                                                                                         
                                                                                                             
 concat_everything (Concatenate  (None, 1600)        0           ['flattened_other[0][0]',        Y          
 )                                                                'flattened_weighted_jets[0][0]             
                                                                 ']                                          
                                                                                                             
 ldense256 (Dense)              (None, 256)          409856      ['concat_everything[0][0]']      Y          
                                                                                                             
 ldense128 (Dense)              (None, 128)          32896       ['ldense256[0][0]']              Y          
                                                                                                             
 lep_output (Dense)             (None, 10)           1290        ['ldense128[0][0]']              Y          
                                                                                                             
 concatenate (Concatenate)      (None, 1610)         0           ['lep_output[0][0]',             Y          
                                                                  'concat_everything[0][0]']                 
                                                                                                             
 hdense256 (Dense)              (None, 256)          412416      ['concatenate[0][0]']            Y          
                                                                                                             
 hdense128 (Dense)              (None, 128)          32896       ['hdense256[0][0]']              Y          
                                                                                                             
 had_output (Dense)             (None, 15)           1935        ['hdense128[0][0]']              Y          
                                                                                                             
 output (Concatenate)           (None, 25)           0           ['had_output[0][0]',             Y          
                                                                  'lep_output[0][0]']                        
                                                                                                             
=============================================================================================================
Total params: 1,070,751
Trainable params: 1,070,751
Non-trainable params: 0
_____________________________________________________________________________________________________________
